Horse,Date,Track,Distance,Finish_Pos,Barrier,Weight,Margin,SP,Condition
Pick And Roll,09-Sep-24,Mizusawa,1400m,8/12,,56.0,5.0,650.0,
Pick And Roll,25-Aug-24,Morioka,1400m,7/10,,56.0,2.5,650.0,
Pick And Roll,13-Aug-24,Morioka,1400m,5/10,,56.0,0.2,39.0,
Pick And Roll,29-Jul-24,Morioka,1400m,4/10,,56.0,0.3,84.0,
Pick And Roll,15-Jul-24,Morioka,1400m,5/10,,56.0,6.0,38.0,
Pick And Roll,07-Jul-24,Morioka,1200m,7/11,,56.0,6.0,497.0,
Pick And Roll,18-Jun-24,Mizusawa,1400m,10/11,,56.0,4.0,607.0,
Pick And Roll,04-Jun-24,Mizusawa,1400m,7/9,,56.0,9.0,964.0,
Pick And Roll,19-May-24,Morioka,1400m,11/12,,54.0,3.0,1.0,
Pick And Roll,12-May-24,Morioka,1400m,1/11,,54.0,2.5,607.0,
Pick And Roll,28-Apr-24,Mizusawa,1400m,8/11,,56.0,0.75,964.0,
Pick And Roll,14-Apr-24,Mizusawa,1400m,4/9,,56.0,6.0,67.0,
Pick And Roll,29-Mar-24,Mizusawa,1400m,9/11,,56.0,6.0,964.0,
Pick And Roll,17-Mar-24,Mizusawa,1300m,3/10,,54.0,3.0,96.0,
Pick And Roll,30-Dec-23,Mizusawa,850m,5/9,,54.0,3.0,964.0,
Pick And Roll,17-Dec-23,Mizusawa,850m,4/9,,54.0,0.15,67.0,
Pick And Roll,05-Dec-23,Mizusawa,850m,7/8,,54.0,3.0,964.0,
Pick And Roll,03-Nov-23,Mombetsu,1200m,6/8,,55.0,0.3,1.0,
Pick And Roll,19-Oct-23,Mombetsu,1200m,11/12,,51.0,2.0,849.0,
Pick And Roll,05-Oct-23,Mombetsu,1200m,11/11,,55.0,0.0,849.0,
Pick And Roll,30-Aug-23,Mombetsu,1200m,12/12,,55.0,0.0,849.0,
Pick And Roll,10-Aug-23,Mombetsu,1600m,9/9,,54.0,6.5,499.0,
Pick And Roll,24-Jun-23,Tokyo,1400m,16/16,,54.0,0.0,13.0,
Ikuno Eight Nine,22-Oct-25,Ohi,1600m,4/11,,56.0,2.0,210.0,
Ikuno Eight Nine,10-Oct-25,Ohi,1600m,7/10,,56.0,3.5,2.0,
Ikuno Eight Nine,02-Sep-25,Ohi,1400m,9/14,,54.0,2.5,2.0,
Ikuno Eight Nine,12-Aug-25,Ohi,1200m,12/14,,54.0,3.5,2.0,
Ikuno Eight Nine,15-Jul-25,Ohi,1200m,9/12,,54.0,4.0,2.0,
Ikuno Eight Nine,03-Jul-25,Ohi,1200m,10/14,,53.0,1.75,2.0,
Ikuno Eight Nine,10-Jun-25,Ohi,1200m,2/13,,54.0,0.3,600.0,
Ikuno Eight Nine,20-May-25,Ohi,1200m,7/11,,54.0,9.0,3.0,
Ikuno Eight Nine,28-Apr-25,Ohi,1400m,10/12,,56.0,0.0,3.0,
Ikuno Eight Nine,15-Apr-25,Ohi,1400m,12/14,,54.0,3.25,3.0,
Ikuno Eight Nine,12-Mar-25,Ohi,1600m,8/12,,54.0,0.75,5.0,
Ikuno Eight Nine,18-Feb-25,Ohi,1400m,3/10,,56.0,3.0,700.0,
Ikuno Eight Nine,28-Jan-25,Ohi,1400m,6/11,,54.0,2.0,5.0,
Ikuno Eight Nine,14-Jan-25,Ohi,1400m,3/13,,56.0,4.5,700.0,
Ikuno Eight Nine,27-Dec-24,Ohi,1200m,9/13,,56.0,10.0,5.0,
Ikuno Eight Nine,02-Dec-24,Ohi,1200m,9/13,,54.0,8.3,5.0,
Ikuno Eight Nine,04-Nov-24,Ohi,1200m,6/9,,54.0,8.0,8.0,
Sasakin Tomojiro,23-Mar-26,Ohi,1600m,10/12,,56.0,2.0,9.0,
Sasakin Tomojiro,09-Mar-26,Ohi,1400m,9/13,,54.0,1.25,1.0,
Sasakin Tomojiro,17-Feb-26,Ohi,1200m,9/15,,51.0,0.5,1.0,
Sasakin Tomojiro,26-Jan-26,Ohi,1200m,9/11,,56.0,1.5,1.0,
Sasakin Tomojiro,13-Jan-26,Ohi,1200m,12/16,,56.0,0.3,1.0,
Sasakin Tomojiro,24-Dec-25,Ohi,1200m,2/13,,56.0,0.0,400.0,
Sasakin Tomojiro,11-Nov-25,Mombetsu,1000m,7/9,,54.0,3.5,935.0,
Sasakin Tomojiro,28-Oct-25,Mombetsu,1200m,5/12,,57.0,0.2,38.0,
Sasakin Tomojiro,14-Oct-25,Mombetsu,1200m,5/11,,57.0,3.0,38.0,
Sasakin Tomojiro,18-Sep-25,Mombetsu,1000m,1/11,,55.0,3.0,550.0,
Sasakin Tomojiro,28-Aug-25,Mombetsu,1000m,1/12,,55.0,0.0,400.0,
Sasakin Tomojiro,29-Jul-25,Mombetsu,1000m,10/11,,55.0,0.0,935.0,
Sasakin Tomojiro,16-Jul-25,Mombetsu,1000m,2/11,,57.0,0.5,112.0,
Sasakin Tomojiro,22-May-25,Mombetsu,1000m,3/9,,57.0,1.5,126.0,
Sasakin Tomojiro,23-Apr-25,Mombetsu,1000m,1/12,,55.0,0.5,500.0,
Sasakin Tomojiro,22-Oct-24,Mombetsu,1100m,3/9,,55.0,0.0,105.0,
Sasakin Tomojiro,10-Oct-24,Mombetsu,1000m,3/9,,56.0,1.0,210.0,
Bright Force,23-Mar-26,Ohi,1200m,6/13,,54.0,4.0,1.0,
Bright Force,09-Mar-26,Ohi,1600m,8/14,,55.0,0.5,1.0,
Bright Force,16-Feb-26,Ohi,1600m,7/13,,54.0,1.0,1.0,
Bright Force,26-Jan-26,Ohi,1600m,7/12,,56.0,3.0,1.0,
Bright Force,12-Jan-26,Ohi,1200m,10/15,,56.0,1.0,1.0,
Bright Force,24-Dec-25,Ohi,1200m,6/13,,56.0,0.3,1.0,
Bright Force,01-Dec-25,Ohi,1200m,7/15,,54.0,0.3,1.0,
Bright Force,10-Nov-25,Ohi,1200m,9/13,,56.0,0.5,1.0,
Bright Force,20-Oct-25,Ohi,1200m,14/14,,56.0,7.0,1.0,
Bright Force,05-Oct-25,Ohi,1200m,10/14,,54.0,1.0,1.0,
Bright Force,15-Sep-25,Ohi,1200m,2/14,,56.0,1.0,600.0,
Bright Force,02-Sep-25,Ohi,1200m,9/13,,53.0,7.0,2.0,
Bright Force,12-Aug-25,Ohi,1200m,11/14,,53.0,1.25,2.0,
Bright Force,15-Jul-25,Ohi,1200m,10/12,,54.0,4.0,2.0,
Bright Force,02-Jul-25,Ohi,1600m,12/13,,53.0,1.75,2.0,
Bright Force,10-Jun-25,Ohi,1600m,6/14,,54.0,0.75,2.0,
Bright Force,20-May-25,Ohi,1600m,6/12,,54.0,2.0,3.0,
Bright Force,29-Apr-25,Ohi,1400m,10/14,,53.0,1.85,3.0,
Bright Force,16-Apr-25,Ohi,1600m,7/12,,56.0,2.05,3.0,
Bright Force,26-Mar-25,Ohi,1600m,6/13,,56.0,8.0,5.0,
Bright Force,12-Mar-25,Ohi,1600m,4/12,,56.0,4.25,420.0,
Bright Force,18-Feb-25,Ohi,1400m,8/14,,56.0,3.0,5.0,
Bright Force,29-Jan-25,Ohi,1400m,13/13,,52.0,3.0,5.0,
Bright Force,15-Jan-25,Ohi,1400m,3/7,,56.0,4.0,700.0,
Bright Force,26-Dec-24,Ohi,1400m,7/11,,56.0,3.5,5.0,
Bright Force,06-Nov-24,Mombetsu,1700m,6/12,,55.0,0.8,850.0,
Bright Force,30-Oct-24,Mombetsu,1000m,5/12,,55.0,2.15,35.0,
Bright Force,17-Oct-24,Mombetsu,1000m,3/12,,55.0,3.0,105.0,
Bright Force,01-Oct-24,Mombetsu,1100m,4/10,,52.0,4.0,70.0,
Bright Force,17-Sep-24,Mombetsu,1000m,6/12,,56.0,0.15,499.0,
Bright Force,29-Aug-24,Mombetsu,1700m,10/10,,56.0,1.5,499.0,
Bright Force,31-Jul-24,Mombetsu,1200m,7/12,,55.0,8.0,499.0,
Bright Force,18-Jul-24,Mombetsu,1100m,4/7,,55.0,1.5,349.0,
Shark Copa,23-Mar-26,Ohi,1600m,9/12,,56.0,2.0,1.0,
Shark Copa,10-Mar-26,Ohi,1400m,9/10,,54.0,1.25,1.0,
Shark Copa,17-Feb-26,Ohi,1400m,12/12,,56.0,2.5,1.0,
Shark Copa,10-Nov-25,Ohi,1400m,12/14,,51.0,4.0,1.0,
Shark Copa,21-Oct-25,Ohi,1400m,8/9,,56.0,0.5,1.0,
Shark Copa,06-Oct-25,Ohi,1400m,12/13,,56.0,4.0,1.0,
Shark Copa,18-Sep-25,Ohi,1600m,9/13,,56.0,0.3,2.0,
Shark Copa,03-Sep-25,Ohi,1600m,6/14,,56.0,2.5,2.0,
Shark Copa,15-Aug-25,Ohi,1600m,9/9,,54.0,3.0,4.0,
Shark Copa,16-Jul-25,Ohi,1600m,6/9,,54.0,0.3,2.0,
Shark Copa,02-Jul-25,Ohi,1600m,2/13,,56.0,1.0,600.0,
Shark Copa,10-Jun-25,Ohi,1600m,11/13,,54.0,2.0,2.0,
Shark Copa,20-May-25,Ohi,1600m,12/12,,56.0,3.0,3.0,
Shark Copa,28-Apr-25,Ohi,1400m,2/12,,53.0,0.0,720.0,
Shark Copa,14-Apr-25,Ohi,1400m,4/10,,54.0,1.5,270.0,
Shark Copa,24-Mar-25,Ohi,1400m,3/10,,54.0,10.0,700.0,
Shark Copa,10-Mar-25,Ohi,1200m,6/13,,56.0,1.75,5.0,
Shark Copa,02-Dec-24,Ohi,1200m,7/13,,52.0,5.3,5.0,
Shark Copa,07-Nov-24,Ohi,1200m,9/11,,54.0,8.0,5.0,
Shark Copa,14-Oct-24,Ohi,1200m,6/12,,54.0,4.5,3.0,
Shark Copa,01-Oct-24,Ohi,1200m,8/10,,55.0,0.2,3.0,
Shark Copa,11-Sep-24,Ohi,1200m,7/10,,54.0,1.5,3.0,
Shark Copa,14-Aug-24,Ohi,1200m,12/13,,54.0,7.0,3.0,
Shark Copa,31-Jul-24,Ohi,1200m,8/8,,51.0,8.0,3.0,
Shark Copa,12-Jul-24,Ohi,1200m,7/7,,54.0,0.75,5.0,
Vento Forte,23-Mar-26,Ohi,1200m,10/13,,54.0,4.0,1.0,
Vento Forte,09-Mar-26,Ohi,1200m,13/14,,55.0,0.5,1.0,
Vento Forte,16-Feb-26,Ohi,1200m,11/14,,56.0,0.3,1.0,
Vento Forte,24-Dec-25,Ohi,1200m,13/13,,54.0,1.0,1.0,
Vento Forte,01-Dec-25,Ohi,1200m,9/15,,54.0,0.3,1.0,
Vento Forte,10-Nov-25,Ohi,1200m,12/13,,56.0,0.5,1.0,
Vento Forte,20-Oct-25,Ohi,1200m,7/14,,56.0,7.0,1.0,
Vento Forte,05-Oct-25,Ohi,1200m,14/14,,54.0,1.0,1.0,
Vento Forte,16-Sep-25,Ohi,1200m,10/14,,56.0,1.0,2.0,
Vento Forte,02-Sep-25,Ohi,1200m,8/13,,51.0,4.0,2.0,
Vento Forte,13-Aug-25,Ohi,1400m,6/14,,53.0,1.25,2.0,
Vento Forte,21-May-25,Ohi,1200m,6/14,,55.0,0.75,3.0,
Vento Forte,30-Apr-25,Ohi,1200m,8/13,,56.0,2.0,3.0,
Vento Forte,17-Apr-25,Ohi,1200m,14/14,,56.0,0.2,3.0,
Vento Forte,04-Dec-24,Ohi,1400m,7/10,,54.0,1.0,6.0,
Vento Forte,08-Nov-24,Ohi,1200m,2/13,,55.0,9.0,1.0,
Vento Forte,09-Sep-24,Ohi,1200m,2/8,,52.0,1.25,1.0,
Phrosy,23-Mar-26,Ohi,1200m,11/13,,56.0,1.75,1.0,
Phrosy,09-Mar-26,Ohi,1200m,10/14,,56.0,0.75,1.0,
Phrosy,17-Feb-26,Ohi,1200m,13/15,,56.0,0.3,1.0,
Phrosy,26-Jan-26,Ohi,1200m,4/11,,56.0,1.5,150.0,
Phrosy,13-Jan-26,Ohi,1200m,11/16,,56.0,0.3,1.0,
Phrosy,25-Dec-25,Ohi,1400m,11/11,,56.0,0.0,1.0,
Phrosy,02-Dec-25,Ohi,1200m,13/16,,56.0,2.5,1.0,
Phrosy,10-Nov-25,Ohi,1200m,8/12,,56.0,1.75,1.0,
Phrosy,22-Oct-25,Ohi,1200m,2/9,,54.0,0.2,560.0,
Phrosy,10-Oct-25,Ohi,1200m,6/8,,51.0,2.0,2.0,
Phrosy,15-Sep-25,Ohi,1200m,3/14,,54.0,0.2,375.0,
Phrosy,02-Sep-25,Ohi,1200m,6/13,,53.0,7.0,2.0,
Phrosy,12-Aug-25,Ohi,1600m,7/9,,53.0,1.25,2.0,
Phrosy,14-Jul-25,Ohi,1200m,10/11,,56.0,4.0,2.0,
Phrosy,02-Jul-25,Ohi,1200m,9/14,,54.0,0.75,2.0,
Phrosy,10-Jun-25,Ohi,1200m,8/13,,56.0,2.0,2.0,
Phrosy,20-May-25,Ohi,1200m,6/13,,53.0,0.0,3.0,
Phrosy,29-Apr-25,Ohi,1200m,12/14,,54.0,4.25,3.0,
Phrosy,15-Apr-25,Ohi,1200m,10/14,,56.0,3.75,3.0,
Phrosy,26-Mar-25,Ohi,1200m,7/14,,54.0,3.6,5.0,
Phrosy,12-Mar-25,Ohi,1200m,6/13,,56.0,6.5,5.0,
Phrosy,20-Feb-25,Ohi,1600m,11/12,,54.0,4.0,5.0,
Phrosy,30-Jan-25,Ohi,1200m,11/13,,56.0,3.2,5.0,
Phrosy,16-Jan-25,Ohi,1200m,7/16,,54.0,1.5,5.0,
Phrosy,27-Nov-24,Funabashi,1200m,9/10,,51.0,4.0,4.0,
Phrosy,29-Oct-24,Funabashi,1200m,4/8,,54.0,6.75,390.0,
Phrosy,23-Sep-24,Funabashi,1200m,5/7,,54.0,3.3,240.0,
Phrosy,22-Jul-24,Funabashi,1000m,3/6,,54.0,3.0,1.0,
J Bond,23-Mar-26,Ohi,1600m,12/12,,54.0,1.0,1.0,
J Bond,09-Mar-26,Ohi,1400m,7/13,,54.0,0.3,1.0,
J Bond,16-Feb-26,Ohi,1600m,8/13,,51.0,0.5,1.0,
J Bond,26-Jan-26,Ohi,1200m,11/14,,56.0,3.0,1.0,
J Bond,12-Jan-26,Ohi,1200m,13/15,,54.0,0.2,1.0,
J Bond,26-Dec-25,Ohi,1200m,12/14,,56.0,0.3,1.0,
J Bond,03-Dec-25,Ohi,1400m,12/14,,54.0,1.25,1.0,
J Bond,11-Nov-25,Ohi,1200m,12/14,,56.0,1.5,1.0,
J Bond,02-Sep-25,Ohi,1200m,6/12,,54.0,2.5,1.0,
J Bond,13-Aug-25,Ohi,1200m,7/14,,56.0,1.75,1.0,
J Bond,15-Jul-25,Ohi,1200m,12/14,,56.0,1.0,1.0,
J Bond,01-Jul-25,Ohi,1200m,1/9,,56.0,2.0,1.0,
J Bond,10-Jun-25,Ohi,1200m,8/14,,54.0,0.3,1.0,
J Bond,20-May-25,Ohi,1200m,6/13,,54.0,1.0,1.0,
J Bond,30-Apr-25,Ohi,1200m,4/14,,56.0,2.5,150.0,
J Bond,15-Apr-25,Ohi,1200m,6/13,,56.0,5.2,1.0,
J Bond,03-Dec-24,Ohi,1200m,5/14,,54.0,3.25,100.0,
J Bond,05-Nov-24,Ohi,1200m,9/14,,56.0,2.25,1.0,
J Bond,15-Oct-24,Ohi,1200m,7/14,,56.0,3.3,1.0,
J Bond,02-Oct-24,Ohi,1200m,3/13,,55.0,2.5,375.0,
J Bond,10-Sep-24,Ohi,1200m,2/12,,56.0,3.5,600.0,
J Bond,13-Aug-24,Ohi,1200m,4/14,,56.0,0.5,225.0,
J Bond,30-Jul-24,Ohi,1200m,4/14,,51.0,0.75,224.0,
J Bond,09-Jul-24,Ohi,1200m,8/14,,56.0,3.5,1.0,
J Bond,25-Jun-24,Ohi,1200m,3/14,,54.0,0.3,284.0,
J Bond,04-Dec-23,Ohi,1200m,3/7,,54.0,2.0,759.0,
Lavatera Jane,23-Mar-26,Ohi,1600m,11/12,,54.0,1.0,1.0,
Lavatera Jane,09-Mar-26,Ohi,1400m,12/13,,54.0,0.3,1.0,
Lavatera Jane,01-Dec-25,Ohi,1200m,14/15,,53.0,0.5,1.0,
Lavatera Jane,10-Nov-25,Ohi,1600m,10/13,,56.0,0.5,1.0,
Lavatera Jane,20-Oct-25,Ohi,1600m,6/10,,54.0,0.3,1.0,
Lavatera Jane,16-Sep-25,Ohi,1600m,5/11,,54.0,2.5,150.0,
Lavatera Jane,02-Sep-25,Ohi,1600m,3/13,,56.0,1.75,375.0,
Lavatera Jane,12-Aug-25,Ohi,1600m,8/9,,56.0,0.15,2.0,
Lavatera Jane,30-Jun-25,Ohi,1600m,2/9,,54.0,4.0,600.0,
Lavatera Jane,09-Jun-25,Ohi,1400m,4/9,,54.0,6.0,225.0,
Lavatera Jane,19-May-25,Ohi,1400m,6/10,,54.0,4.0,3.0,
Lavatera Jane,29-Apr-25,Ohi,1200m,4/11,,54.0,2.0,270.0,
Lavatera Jane,14-Apr-25,Ohi,1200m,12/14,,54.0,4.3,3.0,
Lavatera Jane,14-Jan-25,Ohi,1400m,11/13,,52.0,8.0,5.0,
Lavatera Jane,27-Dec-24,Ohi,1200m,12/13,,54.0,14.0,5.0,
Lavatera Jane,02-Dec-24,Ohi,1200m,12/13,,54.0,8.3,5.0,
Lavatera Jane,07-Nov-24,Ohi,1200m,6/11,,54.0,8.0,5.0,
Lavatera Jane,18-Oct-24,Ohi,1400m,8/8,,54.0,4.5,4.0,
Buena Vista,15-Mar-12,Cheltenham,4830m,13/24,,68.5,,39.0,
Buena Vista,17-Feb-12,Newbury,4930m,9/15,,67.5,1.0,5.0,
Buena Vista,14-Jan-12,Kempton,4220m,16/19,,64.0,1.0,25.0,
Buena Vista,26-Dec-11,Wincanton,4430m,5/7,,70.5,1.0,8.0,
Buena Vista,03-Dec-11,Sandown,4430m,17/19,,65.0,,9.0,
Buena Vista,19-Nov-11,Haydock,4830m,18/20,,64.0,,42.0,
Buena Vista,14-Oct-11,Cheltenham,4830m,9/9,,73.5,,8.0,
Buena Vista,07-May-11,Haydock,4830m,15/17,,64.5,,10.0,
Buena Vista,08-Apr-11,Aintree,4930m,6/20,,66.0,1.0,28.0,
Buena Vista,17-Mar-11,Cheltenham,4830m,1/23,,73.5,1.0,39.0,
Stars On Earth,22-Dec-24,Nakayama,2500m,14/15,,54.0,0.1,100.0,
Stars On Earth,24-Nov-24,Tokyo,2400m,7/14,,56.0,1.6,100.0,
Stars On Earth,30-Mar-24,Meydan,2410m,8/12,,56.0,0.3,100.0,
Stars On Earth,24-Dec-23,Nakayama,2500m,2/16,,54.5,1.0,15.0,
Stars On Earth,26-Nov-23,Tokyo,2400m,3/18,,56.0,0.5,7.0,
Stars On Earth,14-May-23,Tokyo,1610m,3/16,,56.0,4.0,7.0,
Stars On Earth,02-Apr-23,Hanshin,2000m,2/16,,56.0,1.05,15.0,
Stars On Earth,16-Oct-22,Hanshin,2000m,3/16,,58.0,0.15,7.0,
Stars On Earth,22-May-22,Tokyo,2400m,1/18,,55.0,0.5,100.0,
Stars On Earth,10-Apr-22,Hanshin,1610m,1/18,,55.0,0.0,100.0,
Stars On Earth,12-Feb-22,Tokyo,1600m,2/16,,55.0,0.0,14.0,
Stars On Earth,10-Jan-22,Nakayama,1600m,2/16,,54.0,0.0,16.0,
Stars On Earth,21-Nov-21,Tokyo,1600m,3/9,,54.0,0.0,2.0,
Stars On Earth,09-Oct-21,Tokyo,1800m,1/12,,54.0,0.0,6.0,
Stars On Earth,01-Aug-21,Niigata,1800m,2/10,,54.0,0.0,3.0,
Deirdre,05-Jul-20,Sandown,2000m,5/7,,56.0,,250.0,
Deirdre,29-Feb-20,Riyadh,2110m,2/8,,58.5,0.2,430.0,
Deirdre,08-Dec-19,Sha Tin,2410m,4/14,,55.0,0.5,20.0,
Deirdre,19-Oct-19,Ascot,2010m,3/9,,55.5,0.2,1.0,
Deirdre,14-Sep-19,Leopardstown,2010m,4/8,,59.5,0.75,1.0,
Deirdre,01-Aug-19,Goodwood,1990m,1/9,,57.5,0.2,600.0,
Deirdre,19-Jun-19,Royal Ascot,2000m,6/8,,56.5,1.25,750.0,
Deirdre,28-Apr-19,Sha Tin,2000m,6/13,,57.0,3.25,480.0,
Deirdre,30-Mar-19,Dubai,1800m,4/13,,,0.9,8.0,
Deirdre,24-Feb-19,Jap - Nakayama,1800m,6/11,,,1.8,,
Deirdre,09-Dec-18,Sha Tin,2000m,2/9,,,30.0,6.0,
Deirdre,13-Oct-18,Jap - Tokyo,1800m,1/0,,,1.0,1.0,
Deirdre,29-Jul-18,Japan,1800m,1/0,,,0.3,,
Deirdre,31-Mar-18,Dubai,1800m,3/15,,,3.0,7.0,
Deirdre,11-Feb-18,Jap - Kyoto,2200m,6/10,,,6.8,1.0,
Deirdre,12-Nov-17,Jap - Kyoto,2200m,12/18,,,1.3,2.0,
Deirdre,15-Oct-17,Jap - Kyoto,2000m,1/18,,,0.3,1.0,
Deirdre,09-Sep-17,Jap - Nakayama,2000m,1/18,,,1.3,423.0,
Deirdre,13-Aug-17,Japan,2000m,1/10,,,0.1,180.0,
Deirdre,21-May-17,Jap - Tokyo,2400m,4/18,,,0.3,17.0,
Deirdre,07-May-17,Jap - Kyoto,1800m,1/9,,,1.8,121.0,
Deirdre,09-Apr-17,Jap - Hanshin,1600m,6/17,,,2.0,2.0,
Deirdre,11-Mar-17,Jap - Nakayama,1600m,2/16,,,0.5,91.0,
Deirdre,12-Feb-17,Jap - Kyoto,1600m,3/8,,,0.5,30.0,
Deirdre,17-Dec-16,Japan,1400m,4/16,,,0.5,17.0,
Deirdre,27-Nov-16,Jap - Kyoto,1600m,2/11,,,0.5,46.0,
Deirdre,05-Nov-16,Jap - Kyoto,1400m,3/12,,,2.0,83.0,
Deirdre,15-Oct-16,Japan,1400m,1/14,,,1.3,57.0,
Deirdre,23-Jul-16,Japan,1600m,4/16,,,1.8,8.0,
Deirdre,02-Jul-16,Japan,1400m,2/16,,,1.3,31.0,
Lys Gracieux,26-Oct-19,Moonee Valley,2040m,1/14,,,,3.0,
Lys Gracieux,23-Jun-19,Hanshin,2200m,1/12,,,1.5,1.0,
Lys Gracieux,28-Apr-19,Sha Tin,2000m,3/13,,,3.0,434.0,
Lys Gracieux,10-Mar-19,Japan,2000m,2/13,,,0.8,327.0,
Lys Gracieux,09-Dec-18,Sha Tin,2400m,2/14,,,1.3,721.0,
Lys Gracieux,11-Nov-18,Jap - Kyoto,2200m,1/17,,,0.3,1.0,
Lys Gracieux,13-Oct-18,Jap - Tokyo,1800m,2/11,,,0.3,252.0,
Lys Gracieux,03-Jun-18,Jap - Tokyo,1600m,8/16,,,0.3,2.0,
Lys Gracieux,13-May-18,Jap - Tokyo,1600m,2/18,,,5.5,490.0,
Lys Gracieux,07-Apr-18,Jap - Hanshin,1600m,3/13,,,0.1,160.0,
Lys Gracieux,04-Feb-18,Jap - Tokyo,1600m,1/16,,,0.5,450.0,
Lys Gracieux,12-Nov-17,Jap - Kyoto,2200m,8/18,,,1.0,2.0,
Lys Gracieux,15-Oct-17,Jap - Kyoto,2000m,2/18,,,0.5,452.0,
Lys Gracieux,17-Sep-17,Jap - Hanshin,1800m,3/18,,,1.3,156.0,
Lys Gracieux,21-May-17,Jap - Tokyo,2400m,5/18,,,1.25,118.0,
Lys Gracieux,09-Apr-17,Jap - Hanshin,1600m,2/17,,,4.25,529.0,
Lys Gracieux,04-Mar-17,Jap - Hanshin,1600m,3/12,,,0.5,105.0,
Lys Gracieux,11-Dec-16,Jap - Hanshin,1600m,2/18,,,2.0,300.0,
Lys Gracieux,29-Oct-16,Jap - Tokyo,1600m,1/18,,,0.5,338.0,
Lys Gracieux,10-Sep-16,Jap - Hanshin,1800m,1/18,,,0.5,57.0,
Lys Gracieux,27-Aug-16,Japan,1600m,2/18,,,4.0,31.0,
Vermilion,07-Oct-23,Newmarket,1410m,9/11,,60.0,,8.0,
Vermilion,23-Sep-23,Kempton,1410m,3/7,,60.0,0.2,1.0,
Vermilion,24-Sep-22,Newmarket,1410m,1/14,,61.0,1.5,8.0,
Vermilion,06-Sep-22,Leicester,1410m,3/14,,58.0,0.3,1.0,
Vermilion,29-Jul-22,Salisbury,1210m,3/6,,58.0,0.75,1.0,
Chrysoberyl,27-May-24,TRIAL Gosford,800m,3/9,,,0.37,,
Chrysoberyl,27-Feb-24,TRIAL Hawkesbury,1000m,3/7,,,0.37,,
Chrysoberyl,05-Feb-24,TRIAL Rosehill Gardens,900m,4/8,,,2.07,,
Chrysoberyl,24-Jan-23,TRIAL Hawkesbury,800m,6/7,,,0.24,,
Cafe Pharoah,09-Oct-23,Morioka,1600m,5/14,,57.0,0.0,1.0,
Cafe Pharoah,04-Jun-23,Tokyo,1600m,12/18,,57.0,0.0,78.0,
Cafe Pharoah,25-Mar-23,Meydan,2010m,12/15,,58.0,1.55,100.0,
Cafe Pharoah,25-Feb-23,Riyadh,1800m,3/13,,57.0,0.15,100.0,
Cafe Pharoah,10-Oct-22,Morioka,1600m,1/16,,56.5,0.75,50.0,
Cafe Pharoah,05-Jun-22,Tokyo,1610m,17/18,,57.0,0.0,78.0,
Cafe Pharoah,20-Feb-22,Tokyo,1600m,1/16,,58.0,0.0,100.0,
Cafe Pharoah,05-Dec-21,Chukyo,1800m,11/16,,57.0,0.0,100.0,
Cafe Pharoah,18-Jul-21,Hakodate,2000m,9/16,,57.0,0.0,87.0,
Cafe Pharoah,05-May-21,Funabashi,1600m,5/12,,58.5,0.0,78.0,
Cafe Pharoah,21-Feb-21,Tokyo,1600m,1/16,,57.0,0.0,64.0,
Cafe Pharoah,06-Dec-20,Chukyo,1800m,6/16,,57.0,0.75,78.0,
Cafe Pharoah,03-Oct-20,Chukyo,1900m,1/16,,56.0,2.5,47.0,
Cafe Pharoah,21-Jun-20,Tokyo,1600m,1/16,,54.0,0.0,46.0,
Omega Perfume,06-Nov-22,Hanshin,1800m,3/16,,56.0,0.3,7.0,
Omega Perfume,29-Jun-22,Ohi,2000m,3/9,,59.0,0.3,502.0,
Omega Perfume,17-Apr-22,Hanshin,1800m,1/16,,57.0,0.0,46.0,
Omega Perfume,29-Dec-21,Ohi,2000m,1/15,,56.0,0.0,3.0,
Omega Perfume,03-Nov-21,Kanazawa,2100m,2/12,,57.0,0.0,34.0,
Omega Perfume,30-Jun-21,Ohi,2000m,5/13,,57.0,0.0,3.0,
Omega Perfume,27-Jan-21,Kawasaki,2100m,2/10,,57.0,0.0,22.0,
Omega Perfume,29-Dec-20,Ohi,2000m,1/16,,57.0,3.0,86.0,
Omega Perfume,03-Nov-20,Ohi,2000m,2/15,,57.0,0.3,32.0,
Omega Perfume,24-Jun-20,Ohi,2000m,2/14,,57.0,2.5,15.0,
Omega Perfume,23-May-20,Kyoto,1900m,1/14,,57.0,0.0,47.0,
Sunrise Nova,04-Dec-22,Chukyo,1800m,15/16,,57.0,0.3,100.0,
Sunrise Nova,12-Nov-22,Tokyo,1600m,9/16,,56.0,1.55,78.0,
Sunrise Nova,10-Oct-22,Morioka,1600m,6/16,,58.0,65.0,78.0,
Sunrise Nova,10-Jul-22,Kokura,1700m,7/16,,57.0,0.0,74.0,
Sunrise Nova,05-May-22,Funabashi,1600m,6/14,,58.0,0.0,78.0,
Sunrise Nova,20-Feb-22,Tokyo,1600m,8/16,,57.0,0.0,100.0,
Sunrise Nova,29-Dec-21,Ohi,2000m,8/15,,57.0,0.0,5.0,
Sunrise Nova,05-Dec-21,Chukyo,1800m,5/16,,57.0,0.0,5.0,
Sunrise Nova,03-Nov-21,Kanazawa,1400m,2/12,,57.0,0.0,942.0,
Sunrise Nova,11-Oct-21,Morioka,1600m,7/16,,57.0,0.0,78.0,
Sunrise Nova,05-May-21,Funabashi,1600m,7/12,,57.0,0.0,78.0,
