Horse,Category,Starts,1st,2nd,3rd,Win%,Place%,Odds,ROI
Autumn King,1 - 3,2,1,1,-,50%,100%,$1.55,-22%
Autumn King,4 - 6,2,1,1,-,50%,100%,$1.24,-38%
Autumn King,7 - 10,1,-,-,-,0%,0%,$0,-100%
Autumn King,$20001 - $35000,2,1,1,-,50%,100%,$1.55,-22%
Autumn King,$35001 - $75000,2,1,1,-,50%,100%,$1.24,-38%
Autumn King,$75001+,1,-,-,-,0%,0%,$0,-100%
Autumn King,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Autumn King,55 - 56.5kg,2,-,2,-,0%,100%,$0,-100%
Autumn King,59kg+,2,2,-,-,100%,100%,$1.4,40%
Autumn King,6 - 7,1,1,-,-,100%,100%,$1.55,55%
Autumn King,8 - 10,3,-,2,-,0%,67%,$0,-100%
Autumn King,11 - 12,1,1,-,-,100%,100%,$1.24,24%
Autumn King,First Up,2,1,1,-,50%,100%,$1.24,-38%
Autumn King,Second Up,2,1,1,-,50%,100%,$1.55,-22%
Autumn King,Third Up,1,-,-,-,0%,0%,$0,-100%
Cavallo Park,Career,4,2,1,-,50%,75%,$2.4,20%
Cavallo Park,12 Mths,4,2,1,-,50%,75%,$2.4,20%
Cavallo Park,Last 10,4,2,1,-,50%,75%,$2.4,20%
Cavallo Park,Good,2,1,-,-,50%,50%,$1.5,-25%
Cavallo Park,Soft,2,1,1,-,50%,100%,$3.3,65%
Cavallo Park,Turf,4,2,1,-,50%,75%,$2.4,20%
Cavallo Park,1001 - 1300m,3,2,1,-,67%,100%,$2.4,60%
Cavallo Park,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Cavallo Park,1 - 3,1,-,1,-,0%,100%,$0,-100%
Cavallo Park,4 - 6,2,1,-,-,50%,50%,$1.5,-25%
Cavallo Park,7 - 10,1,1,-,-,100%,100%,$3.3,230%
Cavallo Park,$35001 - $75000,3,2,1,-,67%,100%,$2.4,60%
Cavallo Park,$75001+,1,-,-,-,0%,0%,$0,-100%
Cavallo Park,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Cavallo Park,55 - 56.5kg,3,2,1,-,67%,100%,$2.4,60%
Cavallo Park,8 - 10,4,2,1,-,50%,75%,$2.4,20%
Cavallo Park,First Up,3,2,1,-,67%,100%,$2.4,60%
Cavallo Park,Second Up,1,-,-,-,0%,0%,$0,-100%
Eleven X,Career,4,1,-,-,25%,25%,$0,-100%
Eleven X,12 Mths,4,1,-,-,25%,25%,$0,-100%
Eleven X,Last 10,4,1,-,-,25%,25%,$0,-100%
Eleven X,Good,3,1,-,-,34%,34%,$0,-100%
Eleven X,Turf,3,1,-,-,34%,34%,$0,-100%
Eleven X,Cushion,1,-,-,-,0%,0%,$0,-100%
Eleven X,1301 - 1500m,4,1,-,-,25%,25%,$0,-100%
Eleven X,4 - 6,3,1,-,-,34%,34%,$0,-100%
Eleven X,7 - 10,1,-,-,-,0%,0%,$0,-100%
Eleven X,$20001 - $35000,1,1,-,-,100%,100%,$0,-100%
Eleven X,$35001 - $75000,2,-,-,-,0%,0%,$0,-100%
Eleven X,$75001+,1,-,-,-,0%,0%,$0,-100%
Eleven X,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Eleven X,59kg+,3,1,-,-,34%,34%,$0,-100%
Eleven X,8 - 10,2,-,-,-,0%,0%,$0,-100%
Eleven X,11 - 12,1,-,-,-,0%,0%,$0,-100%
Eleven X,13 - 15,1,1,-,-,100%,100%,$0,-100%
Eleven X,First Up,2,-,-,-,0%,0%,$0,-100%
Eleven X,Second Up,1,1,-,-,100%,100%,$0,-100%
Eleven X,Third Up,1,-,-,-,0%,0%,$0,-100%
Siragusa,Career,3,2,-,-,67%,67%,$2.1,40%
Siragusa,12 Mths,3,2,-,-,67%,67%,$2.1,40%
Siragusa,Last 10,3,2,-,-,67%,67%,$2.1,40%
Siragusa,Good,2,1,-,-,50%,50%,$1.8,-10%
Siragusa,Soft,1,1,-,-,100%,100%,$2.4,140%
Siragusa,Turf,3,2,-,-,67%,67%,$2.1,40%
Siragusa,1001 - 1300m,2,2,-,-,100%,100%,$2.1,110%
Siragusa,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Siragusa,1 - 3,1,-,-,-,0%,0%,$0,-100%
Siragusa,7 - 10,2,2,-,-,100%,100%,$2.1,110%
Siragusa,$20001 - $35000,1,1,-,-,100%,100%,$2.4,140%
Siragusa,$35001 - $75000,1,1,-,-,100%,100%,$1.8,80%
Siragusa,$75001+,1,-,-,-,0%,0%,$0,-100%
Siragusa,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Siragusa,57 - 58.5kg,1,1,-,-,100%,100%,$1.8,80%
Siragusa,59kg+,1,1,-,-,100%,100%,$2.4,140%
Siragusa,8 - 10,2,1,-,-,50%,50%,$1.8,-10%
Siragusa,11 - 12,1,1,-,-,100%,100%,$2.4,140%
Siragusa,First Up,2,2,-,-,100%,100%,$2.1,110%
Siragusa,Second Up,1,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,Career,23,-,1,1,0%,9%,$0,-100%
Geegees Big Bird,12 Mths,7,-,1,-,0%,15%,$0,-100%
Geegees Big Bird,Last 10,10,-,1,1,0%,20%,$0,-100%
Geegees Big Bird,Good,12,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,Soft,8,-,1,1,0%,25%,$0,-100%
Geegees Big Bird,Turf,20,-,1,1,0%,10%,$0,-100%
Geegees Big Bird,Cushion,3,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,1001 - 1300m,9,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,1301 - 1500m,8,-,-,1,0%,13%,$0,-100%
Geegees Big Bird,1501 - 2000m,5,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,2001 - 2400m,1,-,1,-,0%,100%,$0,-100%
Geegees Big Bird,1 - 3,6,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,4 - 6,5,-,1,-,0%,20%,$0,-100%
Geegees Big Bird,7 - 10,9,-,-,1,0%,12%,$0,-100%
Geegees Big Bird,11 - 13,3,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,$20001 - $35000,23,-,1,1,0%,9%,$0,-100%
Geegees Big Bird,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,57 - 58.5kg,22,-,1,1,0%,10%,$0,-100%
Geegees Big Bird,8 - 10,10,-,1,1,0%,20%,$0,-100%
Geegees Big Bird,11 - 12,7,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,13 - 15,6,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,First Up,5,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,Second Up,5,-,-,-,0%,0%,$0,-100%
Geegees Big Bird,Third Up,3,-,-,-,0%,0%,$0,-100%
Gold Tianna,Career,5,-,1,-,0%,20%,$0,-100%
Gold Tianna,12 Mths,5,-,1,-,0%,20%,$0,-100%
Gold Tianna,Last 10,5,-,1,-,0%,20%,$0,-100%
Gold Tianna,Soft,5,-,1,-,0%,20%,$0,-100%
Gold Tianna,Turf,5,-,1,-,0%,20%,$0,-100%
Gold Tianna,1001 - 1300m,2,-,-,-,0%,0%,$0,-100%
Gold Tianna,1301 - 1500m,1,-,1,-,0%,100%,$0,-100%
Gold Tianna,1501 - 2000m,2,-,-,-,0%,0%,$0,-100%
Gold Tianna,1 - 3,2,-,1,-,0%,50%,$0,-100%
Gold Tianna,4 - 6,1,-,-,-,0%,0%,$0,-100%
Gold Tianna,7 - 10,2,-,-,-,0%,0%,$0,-100%
Gold Tianna,$20001 - $35000,5,-,1,-,0%,20%,$0,-100%
Gold Tianna,57 - 58.5kg,5,-,1,-,0%,20%,$0,-100%
Gold Tianna,8 - 10,1,-,1,-,0%,100%,$0,-100%
Gold Tianna,11 - 12,1,-,-,-,0%,0%,$0,-100%
Gold Tianna,13 - 15,3,-,-,-,0%,0%,$0,-100%
Gold Tianna,First Up,3,-,1,-,0%,34%,$0,-100%
Gold Tianna,Second Up,2,-,-,-,0%,0%,$0,-100%
I'm A Machine,Career,7,1,1,1,15%,43%,$2.4,-66%
I'm A Machine,12 Mths,7,1,1,1,15%,43%,$2.4,-66%
I'm A Machine,Last 10,7,1,1,1,15%,43%,$2.4,-66%
I'm A Machine,Soft,6,1,1,1,17%,50%,$2.4,-60%
I'm A Machine,Turf,6,1,1,1,17%,50%,$2.4,-60%
I'm A Machine,Cushion,1,-,-,-,0%,0%,$0,-100%
I'm A Machine,1001 - 1300m,2,-,1,-,0%,50%,$0,-100%
I'm A Machine,1301 - 1500m,4,1,-,-,25%,25%,$2.4,-40%
I'm A Machine,1501 - 2000m,1,-,-,1,0%,100%,$0,-100%
I'm A Machine,1 - 3,2,1,-,-,50%,50%,$2.4,20%
I'm A Machine,4 - 6,2,-,1,-,0%,50%,$0,-100%
I'm A Machine,7 - 10,3,-,-,1,0%,34%,$0,-100%
I'm A Machine,$20001 - $35000,7,1,1,1,15%,43%,$2.4,-66%
I'm A Machine,57 - 58.5kg,7,1,1,1,15%,43%,$2.4,-66%
I'm A Machine,6 - 7,2,-,1,-,0%,50%,$0,-100%
I'm A Machine,8 - 10,4,1,-,1,25%,50%,$2.4,-40%
I'm A Machine,13 - 15,1,-,-,-,0%,0%,$0,-100%
I'm A Machine,First Up,2,-,1,-,0%,50%,$0,-100%
I'm A Machine,Second Up,2,-,-,-,0%,0%,$0,-100%
I'm A Machine,Third Up,2,1,-,-,50%,50%,$2.4,20%
Kion's Kingdom,Career,3,-,1,1,0%,67%,$0,-100%
Kion's Kingdom,12 Mths,3,-,1,1,0%,67%,$0,-100%
Kion's Kingdom,Last 10,3,-,1,1,0%,67%,$0,-100%
Kion's Kingdom,Good,1,-,1,-,0%,100%,$0,-100%
Kion's Kingdom,Soft,2,-,-,1,0%,50%,$0,-100%
Kion's Kingdom,Turf,3,-,1,1,0%,67%,$0,-100%
Kion's Kingdom,1001 - 1300m,1,-,-,-,0%,0%,$0,-100%
Kion's Kingdom,1301 - 1500m,2,-,1,1,0%,100%,$0,-100%
Kion's Kingdom,1 - 3,1,-,-,-,0%,0%,$0,-100%
Kion's Kingdom,4 - 6,2,-,1,1,0%,100%,$0,-100%
Kion's Kingdom,$20001 - $35000,3,-,1,1,0%,67%,$0,-100%
Kion's Kingdom,57 - 58.5kg,3,-,1,1,0%,67%,$0,-100%
Kion's Kingdom,8 - 10,3,-,1,1,0%,67%,$0,-100%
Kion's Kingdom,First Up,1,-,-,-,0%,0%,$0,-100%
Kion's Kingdom,Second Up,1,-,1,-,0%,100%,$0,-100%
Kion's Kingdom,Third Up,1,-,-,1,0%,100%,$0,-100%
Monclere,Career,23,-,-,6,0%,27%,$0,-100%
Monclere,12 Mths,13,-,-,5,0%,39%,$0,-100%
Monclere,Last 10,10,-,-,5,0%,50%,$0,-100%
Monclere,Good,6,-,-,1,0%,17%,$0,-100%
Monclere,Soft,16,-,-,5,0%,32%,$0,-100%
Monclere,Turf,22,-,-,6,0%,28%,$0,-100%
Monclere,Cushion,1,-,-,-,0%,0%,$0,-100%
Monclere,0 - 1000m,2,-,-,-,0%,0%,$0,-100%
Monclere,1001 - 1300m,11,-,-,2,0%,19%,$0,-100%
Monclere,1301 - 1500m,9,-,-,4,0%,45%,$0,-100%
Monclere,1501 - 2000m,1,-,-,-,0%,0%,$0,-100%
Monclere,1 - 3,8,-,-,2,0%,25%,$0,-100%
Monclere,4 - 6,8,-,-,2,0%,25%,$0,-100%
Monclere,7 - 10,7,-,-,2,0%,29%,$0,-100%
Monclere,$20001 - $35000,21,-,-,6,0%,29%,$0,-100%
Monclere,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
Monclere,$75001+,1,-,-,-,0%,0%,$0,-100%
Monclere,55 - 56.5kg,4,-,-,1,0%,25%,$0,-100%
Monclere,57 - 58.5kg,19,-,-,5,0%,27%,$0,-100%
Monclere,1 - 5,1,-,-,-,0%,0%,$0,-100%
Monclere,6 - 7,1,-,-,-,0%,0%,$0,-100%
Monclere,8 - 10,6,-,-,-,0%,0%,$0,-100%
Monclere,11 - 12,7,-,-,3,0%,43%,$0,-100%
Monclere,13 - 15,8,-,-,3,0%,38%,$0,-100%
Monclere,First Up,3,-,-,-,0%,0%,$0,-100%
Monclere,Second Up,3,-,-,1,0%,34%,$0,-100%
Monclere,Third Up,2,-,-,-,0%,0%,$0,-100%
Vostok Station,Career,11,-,-,-,0%,0%,$0,-100%
Vostok Station,12 Mths,2,-,-,-,0%,0%,$0,-100%
Vostok Station,Last 10,10,-,-,-,0%,0%,$0,-100%
Vostok Station,Good,3,-,-,-,0%,0%,$0,-100%
Vostok Station,Soft,8,-,-,-,0%,0%,$0,-100%
Vostok Station,Turf,11,-,-,-,0%,0%,$0,-100%
Vostok Station,1001 - 1300m,4,-,-,-,0%,0%,$0,-100%
Vostok Station,1301 - 1500m,4,-,-,-,0%,0%,$0,-100%
Vostok Station,1501 - 2000m,2,-,-,-,0%,0%,$0,-100%
Vostok Station,2001 - 2400m,1,-,-,-,0%,0%,$0,-100%
Vostok Station,1 - 3,7,-,-,-,0%,0%,$0,-100%
Vostok Station,4 - 6,3,-,-,-,0%,0%,$0,-100%
Vostok Station,7 - 10,1,-,-,-,0%,0%,$0,-100%
Vostok Station,$20001 - $35000,10,-,-,-,0%,0%,$0,-100%
Vostok Station,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
Vostok Station,53 - 54.5kg,2,-,-,-,0%,0%,$0,-100%
Vostok Station,55 - 56.5kg,2,-,-,-,0%,0%,$0,-100%
Vostok Station,57 - 58.5kg,7,-,-,-,0%,0%,$0,-100%
Vostok Station,6 - 7,2,-,-,-,0%,0%,$0,-100%
Vostok Station,8 - 10,5,-,-,-,0%,0%,$0,-100%
Vostok Station,11 - 12,3,-,-,-,0%,0%,$0,-100%
Vostok Station,13 - 15,1,-,-,-,0%,0%,$0,-100%
Vostok Station,First Up,2,-,-,-,0%,0%,$0,-100%
Vostok Station,Second Up,1,-,-,-,0%,0%,$0,-100%
Vostok Station,Third Up,1,-,-,-,0%,0%,$0,-100%
Lucky Country,Career,5,-,-,-,0%,0%,$0,-100%
Lucky Country,12 Mths,5,-,-,-,0%,0%,$0,-100%
Lucky Country,Last 10,5,-,-,-,0%,0%,$0,-100%
Lucky Country,Soft,5,-,-,-,0%,0%,$0,-100%
Lucky Country,Turf,5,-,-,-,0%,0%,$0,-100%
Lucky Country,1001 - 1300m,3,-,-,-,0%,0%,$0,-100%
Lucky Country,1301 - 1500m,2,-,-,-,0%,0%,$0,-100%
Lucky Country,1 - 3,2,-,-,-,0%,0%,$0,-100%
Lucky Country,4 - 6,1,-,-,-,0%,0%,$0,-100%
Lucky Country,7 - 10,2,-,-,-,0%,0%,$0,-100%
Lucky Country,$20001 - $35000,5,-,-,-,0%,0%,$0,-100%
Lucky Country,55 - 56.5kg,2,-,-,-,0%,0%,$0,-100%
Lucky Country,57 - 58.5kg,3,-,-,-,0%,0%,$0,-100%
Lucky Country,6 - 7,1,-,-,-,0%,0%,$0,-100%
Lucky Country,8 - 10,3,-,-,-,0%,0%,$0,-100%
Lucky Country,11 - 12,1,-,-,-,0%,0%,$0,-100%
Lucky Country,First Up,2,-,-,-,0%,0%,$0,-100%
Lucky Country,Second Up,2,-,-,-,0%,0%,$0,-100%
Lucky Country,Third Up,1,-,-,-,0%,0%,$0,-100%
Arianna's Gold,Career,9,-,4,2,0%,67%,$0,-100%
Arianna's Gold,12 Mths,8,-,4,1,0%,63%,$0,-100%
Arianna's Gold,Last 10,9,-,4,2,0%,67%,$0,-100%
Arianna's Gold,Good,2,-,1,-,0%,50%,$0,-100%
Arianna's Gold,Soft,7,-,3,2,0%,72%,$0,-100%
Arianna's Gold,Turf,9,-,4,2,0%,67%,$0,-100%
Arianna's Gold,1001 - 1300m,6,-,3,2,0%,84%,$0,-100%
Arianna's Gold,1301 - 1500m,3,-,1,-,0%,34%,$0,-100%
Arianna's Gold,1 - 3,2,-,-,1,0%,50%,$0,-100%
Arianna's Gold,4 - 6,3,-,1,1,0%,67%,$0,-100%
Arianna's Gold,7 - 10,4,-,3,-,0%,75%,$0,-100%
Arianna's Gold,$20001 - $35000,9,-,4,2,0%,67%,$0,-100%
Arianna's Gold,55 - 56.5kg,9,-,4,2,0%,67%,$0,-100%
Arianna's Gold,6 - 7,3,-,1,2,0%,100%,$0,-100%
Arianna's Gold,8 - 10,3,-,1,-,0%,34%,$0,-100%
Arianna's Gold,11 - 12,3,-,2,-,0%,67%,$0,-100%
Arianna's Gold,First Up,3,-,2,1,0%,100%,$0,-100%
Arianna's Gold,Second Up,3,-,1,1,0%,67%,$0,-100%
Arianna's Gold,Third Up,2,-,1,-,0%,50%,$0,-100%
A Queens Buzz,Career,12,-,-,2,0%,17%,$0,-100%
A Queens Buzz,12 Mths,9,-,-,2,0%,23%,$0,-100%
A Queens Buzz,Last 10,10,-,-,2,0%,20%,$0,-100%
A Queens Buzz,Good,1,-,-,-,0%,0%,$0,-100%
A Queens Buzz,Soft,11,-,-,2,0%,19%,$0,-100%
A Queens Buzz,Turf,12,-,-,2,0%,17%,$0,-100%
A Queens Buzz,0 - 1000m,2,-,-,-,0%,0%,$0,-100%
A Queens Buzz,1001 - 1300m,3,-,-,-,0%,0%,$0,-100%
A Queens Buzz,1301 - 1500m,5,-,-,2,0%,40%,$0,-100%
A Queens Buzz,1501 - 2000m,2,-,-,-,0%,0%,$0,-100%
A Queens Buzz,1 - 3,6,-,-,2,0%,34%,$0,-100%
A Queens Buzz,4 - 6,1,-,-,-,0%,0%,$0,-100%
A Queens Buzz,7 - 10,3,-,-,-,0%,0%,$0,-100%
A Queens Buzz,11 - 13,2,-,-,-,0%,0%,$0,-100%
A Queens Buzz,$20001 - $35000,11,-,-,2,0%,19%,$0,-100%
A Queens Buzz,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
A Queens Buzz,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
A Queens Buzz,55 - 56.5kg,11,-,-,2,0%,19%,$0,-100%
A Queens Buzz,8 - 10,4,-,-,-,0%,0%,$0,-100%
A Queens Buzz,11 - 12,5,-,-,1,0%,20%,$0,-100%
A Queens Buzz,13 - 15,3,-,-,1,0%,34%,$0,-100%
A Queens Buzz,First Up,3,-,-,-,0%,0%,$0,-100%
A Queens Buzz,Second Up,2,-,-,-,0%,0%,$0,-100%
A Queens Buzz,Third Up,1,-,-,-,0%,0%,$0,-100%
Misstifly,Career,11,1,-,5,10%,55%,$0,-100%
Misstifly,12 Mths,9,1,-,5,12%,67%,$0,-100%
Misstifly,Last 10,10,1,-,5,10%,60%,$0,-100%
Misstifly,Good,2,-,-,-,0%,0%,$0,-100%
Misstifly,Turf,2,-,-,-,0%,0%,$0,-100%
Misstifly,0 - 1000m,2,-,-,-,0%,0%,$0,-100%
Misstifly,1301 - 1500m,3,1,-,1,34%,67%,$0,-100%
Misstifly,1501 - 2000m,6,-,-,4,0%,67%,$0,-100%
Misstifly,1 - 3,4,1,-,-,25%,25%,$0,-100%
Misstifly,4 - 6,5,-,-,3,0%,60%,$0,-100%
Misstifly,7 - 10,2,-,-,2,0%,100%,$0,-100%
Misstifly,$5001 - $10000,4,-,-,2,0%,50%,$0,-100%
Misstifly,$20001 - $35000,1,-,-,-,0%,0%,$0,-100%
Misstifly,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Misstifly,59kg+,10,1,-,5,10%,60%,$0,-100%
Misstifly,1 - 5,2,-,-,2,0%,100%,$0,-100%
Misstifly,6 - 7,2,-,-,1,0%,50%,$0,-100%
Misstifly,8 - 10,3,-,-,1,0%,34%,$0,-100%
Misstifly,11 - 12,3,-,-,1,0%,34%,$0,-100%
Misstifly,13 - 15,1,1,-,-,100%,100%,$0,-100%
Misstifly,First Up,2,-,-,-,0%,0%,$0,-100%
Misstifly,Second Up,2,-,-,1,0%,50%,$0,-100%
Misstifly,Third Up,1,-,-,1,0%,100%,$0,-100%
Gee Whizzer,Career,32,4,-,2,13%,19%,$7.83,-27%
Gee Whizzer,12 Mths,8,2,-,-,25%,25%,$13,63%
Gee Whizzer,Last 10,10,2,-,-,20%,20%,$13,30%
Gee Whizzer,Good,9,-,-,-,0%,0%,$0,-100%
Gee Whizzer,Soft,9,1,-,2,12%,34%,$7.5,-17%
Gee Whizzer,Heavy,2,-,-,-,0%,0%,$0,-100%
Gee Whizzer,Turf,20,1,-,2,5%,15%,$7.5,-62%
Gee Whizzer,1001 - 1300m,5,1,-,1,20%,40%,$3,-40%
Gee Whizzer,1301 - 1500m,10,-,-,1,0%,10%,$0,-100%
Gee Whizzer,1501 - 2000m,17,3,-,-,18%,18%,$10.25,21%
Gee Whizzer,1 - 3,7,1,-,1,15%,29%,$7.5,7%
Gee Whizzer,4 - 6,10,1,-,-,10%,10%,$3,-70%
Gee Whizzer,7 - 10,6,2,-,1,34%,50%,$13,117%
Gee Whizzer,11 - 13,2,-,-,-,0%,0%,$0,-100%
Gee Whizzer,$0 - $5000,3,-,-,-,0%,0%,$0,-100%
Gee Whizzer,$5001 - $10000,6,1,-,-,17%,17%,$13,117%
Gee Whizzer,$10001 - $20000,8,2,-,-,25%,25%,$5.25,31%
Gee Whizzer,$20001 - $35000,8,-,-,2,0%,25%,$0,-100%
Gee Whizzer,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
Gee Whizzer,55 - 56.5kg,1,1,-,-,100%,100%,$0,-100%
Gee Whizzer,57 - 58.5kg,1,-,-,-,0%,0%,$0,-100%
Gee Whizzer,59kg+,30,3,-,2,10%,17%,$7.83,-22%
Gee Whizzer,1 - 5,2,-,-,1,0%,50%,$0,-100%
Gee Whizzer,6 - 7,4,1,-,1,25%,50%,$3,-25%
Gee Whizzer,8 - 10,15,1,-,-,7%,7%,$7.5,-50%
Gee Whizzer,11 - 12,4,-,-,-,0%,0%,$0,-100%
Gee Whizzer,13 - 15,4,1,-,-,25%,25%,$0,-100%
Gee Whizzer,16+,2,1,-,-,50%,50%,$13,550%
Gee Whizzer,First Up,4,1,-,-,25%,25%,$0,-100%
Gee Whizzer,Second Up,4,2,-,-,50%,50%,$8,300%
Gee Whizzer,Third Up,4,1,-,1,25%,50%,$7.5,88%
Irish Breath,Career,8,1,-,2,13%,38%,$0,-100%
Irish Breath,12 Mths,8,1,-,2,13%,38%,$0,-100%
Irish Breath,Last 10,8,1,-,2,13%,38%,$0,-100%
Irish Breath,1501 - 2000m,7,1,-,2,15%,43%,$0,-100%
Irish Breath,1 - 3,4,-,-,2,0%,50%,$0,-100%
Irish Breath,4 - 6,1,-,-,-,0%,0%,$0,-100%
Irish Breath,7 - 10,1,-,-,-,0%,0%,$0,-100%
Irish Breath,11 - 13,1,-,-,-,0%,0%,$0,-100%
Irish Breath,14 - 16,1,1,-,-,100%,100%,$0,-100%
Irish Breath,$5001 - $10000,2,-,-,1,0%,50%,$0,-100%
Irish Breath,55 - 56.5kg,1,-,-,-,0%,0%,$0,-100%
Irish Breath,59kg+,7,1,-,2,15%,43%,$0,-100%
Irish Breath,1 - 5,1,-,-,-,0%,0%,$0,-100%
Irish Breath,8 - 10,3,-,-,1,0%,34%,$0,-100%
Irish Breath,11 - 12,2,-,-,1,0%,50%,$0,-100%
Irish Breath,16+,2,1,-,-,50%,50%,$0,-100%
Irish Breath,First Up,2,1,-,-,50%,50%,$0,-100%
Irish Breath,Second Up,2,-,-,1,0%,50%,$0,-100%
Irish Breath,Third Up,2,-,-,-,0%,0%,$0,-100%
Afrodita,Career,12,3,3,-,25%,50%,$0,-100%
Afrodita,12 Mths,8,1,2,-,13%,38%,$0,-100%
Afrodita,Last 10,10,2,3,-,20%,50%,$0,-100%
Afrodita,Firm,2,-,-,-,0%,0%,$0,-100%
Afrodita,Turf,2,-,-,-,0%,0%,$0,-100%
Afrodita,1301 - 1500m,1,1,-,-,100%,100%,$0,-100%
Afrodita,1501 - 2000m,11,2,3,-,19%,46%,$0,-100%
Afrodita,1 - 3,4,2,1,-,50%,75%,$0,-100%
Afrodita,4 - 6,4,1,1,-,25%,50%,$0,-100%
Afrodita,7 - 10,4,-,1,-,0%,25%,$0,-100%
Afrodita,$5001 - $10000,1,1,-,-,100%,100%,$0,-100%
Afrodita,$10001 - $20000,2,-,2,-,0%,100%,$0,-100%
Afrodita,$20001 - $35000,2,-,-,-,0%,0%,$0,-100%
Afrodita,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
Afrodita,$75001+,6,2,1,-,34%,50%,$0,-100%
Afrodita,59kg+,12,3,3,-,25%,50%,$0,-100%
Afrodita,6 - 7,4,-,1,-,0%,25%,$0,-100%
Afrodita,8 - 10,7,3,2,-,43%,72%,$0,-100%
Afrodita,11 - 12,1,-,-,-,0%,0%,$0,-100%
Afrodita,First Up,3,1,1,-,34%,67%,$0,-100%
Afrodita,Second Up,3,-,-,-,0%,0%,$0,-100%
Afrodita,Third Up,3,2,-,-,67%,67%,$0,-100%
Loba,Career,7,1,-,2,15%,43%,$0,-100%
Loba,12 Mths,7,1,-,2,15%,43%,$0,-100%
Loba,Last 10,7,1,-,2,15%,43%,$0,-100%
Loba,1501 - 2000m,4,1,-,1,25%,50%,$0,-100%
Loba,2001 - 2400m,3,-,-,1,0%,34%,$0,-100%
Loba,1 - 3,4,-,-,1,0%,25%,$0,-100%
Loba,4 - 6,2,1,-,-,50%,50%,$0,-100%
Loba,7 - 10,1,-,-,1,0%,100%,$0,-100%
Loba,$5001 - $10000,1,-,-,1,0%,100%,$0,-100%
Loba,51 - 52.5kg,1,-,-,-,0%,0%,$0,-100%
Loba,55 - 56.5kg,2,-,-,-,0%,0%,$0,-100%
Loba,57 - 58.5kg,2,1,-,-,50%,50%,$0,-100%
Loba,59kg+,2,-,-,2,0%,100%,$0,-100%
Loba,1 - 5,1,-,-,-,0%,0%,$0,-100%
Loba,6 - 7,1,1,-,-,100%,100%,$0,-100%
Loba,11 - 12,1,-,-,1,0%,100%,$0,-100%
Loba,13 - 15,4,-,-,1,0%,25%,$0,-100%
Loba,First Up,1,-,-,-,0%,0%,$0,-100%
Loba,Second Up,1,-,-,-,0%,0%,$0,-100%
Loba,Third Up,1,1,-,-,100%,100%,$0,-100%
Santa Monica,Career,7,-,1,1,0%,29%,$0,-100%
Santa Monica,12 Mths,6,-,1,1,0%,34%,$0,-100%
Santa Monica,Last 10,7,-,1,1,0%,29%,$0,-100%
Santa Monica,1301 - 1500m,2,-,-,1,0%,50%,$0,-100%
Santa Monica,1501 - 2000m,4,-,1,-,0%,25%,$0,-100%
Santa Monica,2001 - 2400m,1,-,-,-,0%,0%,$0,-100%
Santa Monica,1 - 3,3,-,-,-,0%,0%,$0,-100%
Santa Monica,4 - 6,1,-,-,1,0%,100%,$0,-100%
Santa Monica,11 - 13,3,-,1,-,0%,34%,$0,-100%
Santa Monica,$5001 - $10000,2,-,-,-,0%,0%,$0,-100%
Santa Monica,51 - 52.5kg,1,-,-,-,0%,0%,$0,-100%
Santa Monica,55 - 56.5kg,1,-,-,-,0%,0%,$0,-100%
Santa Monica,57 - 58.5kg,1,-,-,-,0%,0%,$0,-100%
Santa Monica,59kg+,4,-,1,1,0%,50%,$0,-100%
Santa Monica,1 - 5,1,-,-,-,0%,0%,$0,-100%
Santa Monica,8 - 10,2,-,-,1,0%,50%,$0,-100%
Santa Monica,11 - 12,2,-,1,-,0%,50%,$0,-100%
Santa Monica,13 - 15,2,-,-,-,0%,0%,$0,-100%
Santa Monica,First Up,3,-,1,1,0%,67%,$0,-100%
Santa Monica,Second Up,2,-,-,-,0%,0%,$0,-100%
Santa Monica,Third Up,1,-,-,-,0%,0%,$0,-100%
Delacroix,Career,3,-,-,-,0%,0%,$0,-100%
